x1,x2,label
-1.6735055109876082,7.884579273540703,0.0
6.317579650304542,1.4195814422327375,1.0
3.5436037493329,0.5331188013464376,1.0
5.162714324263601,1.399469680002153,1.0
4.459398922637476,5.166277251785592,1.0
5.615076466010531,2.4742638538805775,1.0
5.226572637703376,1.4982660273182076,1.0
-2.3126764533512802,9.723289885786834,0.0
3.6682221016868155,0.5935515191518015,1.0
-2.5423245959265475,10.80884399171611,0.0
3.6847562568787486,2.396768749534193,1.0
5.434143515849929,0.7188802607714826,1.0
2.1404731213545283,4.264112256531474,1.0
-4.534340209710358,9.20074044296775,0.0
2.946922022032716,1.8748300571459822,1.0
-2.3889019913408513,9.52872496225707,0.0
5.748061652965617,0.9332637568152011,1.0
4.505861669555184,1.987857878669929,1.0
-2.598933317339977,10.454403343647794,0.0
-0.35601516554119383,8.246938565310272,0.0
-2.503953923334567,9.061266721963063,0.0
3.8216799528057943,1.96979522652978,1.0
5.857037357053597,3.4944857358631833,1.0
-1.8638216734676027,10.38291768573067,0.0
2.1095913134817716,1.6871654620606211,1.0
4.696891961125186,2.241761962803989,1.0
-0.7115110962032276,9.655128989465332,0.0
5.178174915277735,3.045677021250534,1.0
-1.4773530835841153,7.52872575516135,0.0
-3.053580347577933,9.125208717908187,0.0
4.063368435501382,-0.6178726082041779,1.0
-3.8536481340870274,8.095634181714123,0.0
3.921471570658904,2.8680940608851735,1.0
-2.4606759951079233,8.183336011787283,0.0
2.4880634348987964,1.254016364698312,1.0
-1.9160963650843663,8.704739688884331,0.0
5.589432971669425,0.4882717154908285,1.0
-4.034722793977489,8.322378058317078,0.0
5.195483302231549,2.062750365195981,1.0
4.44497055587542,3.1069397808077968,1.0
-2.5438825104395315,9.248500860734842,0.0
6.375842639393351,2.17108046740338,1.0
-3.746148333930832,7.693829515114045,0.0
5.6037579530230115,4.183692685532083,1.0
5.746959505515074,1.8527885199871337,1.0
-3.299672078498062,9.485754485334317,0.0
-2.4907792438631984,10.690723440473604,0.0
-1.3297575023314632,8.545110476093617,0.0
4.728285722519948,3.450699764995994,1.0
-4.059861054118883,9.08284910300435,0.0
-2.9556312376032783,9.208376121096629,0.0
-3.9077651968718916,9.577255364888892,0.0
-2.22922899673293,7.888797080899945,0.0
-2.7173198734100255,8.521285193539489,0.0
-3.5902541634610126,10.067438981531225,0.0
5.1899309352526535,1.0048252290770967,1.0
5.208861915413377,3.60156630706927,1.0
-1.3460338708977906,9.024519189217909,0.0
4.834263137805437,1.6200033911300435,1.0
4.291226701820242,1.6239119796223032,1.0
3.0832969375683503,1.5450545229748194,1.0
-2.2870638514190373,8.535537506534844,0.0
-1.6395917029470901,10.369923987003272,0.0
4.909005777473209,1.6299774084433216,1.0
4.442540415920775,1.8218964002872202,1.0
-1.593795505350676,9.343037237858006,0.0
-2.6763157033696046,9.160999814631644,0.0
5.348093259484658,2.2063858152042335,1.0
-2.5171702643693674,10.494230267088348,0.0
-3.9572819645500745,7.606822353821766,0.0
4.173842334359859,0.37846661667393655,1.0
-4.576639723092627,8.925166088685533,0.0
-2.3062746022014506,7.49854201320109,0.0
-2.496195731174843,10.467820205355638,0.0
4.7043532510382216,-0.0022968824131393006,1.0
4.393816348098153,1.1299230886245404,1.0
-1.895030923009325,9.771793838245626,0.0
-5.128942727142494,9.836188632573545,0.0
4.551515877022766,1.6031586540586042,1.0
-0.8220559879801854,9.895925885147772,0.0
4.614324765236656,3.1458987032000967,1.0
-2.571876720325922,9.96942844869956,0.0
6.3674220063288125,2.409493353614764,1.0
5.347987512916692,2.9298720007353163,1.0
-0.62301172184222,9.18886394103016,0.0
-5.750464963121823,7.989898486864032,0.0
4.028109745322816,1.93613288689232,1.0
4.718514026544192,-0.02503100059137564,1.0
-3.2135413135955093,7.605824831834762,0.0
2.467209290214065,2.8205913610911537,1.0
4.469694213703173,1.5199416346134569,1.0
-3.498802443311331,8.888499208098674,0.0
-1.106403312116651,7.612435065406041,0.0
-2.95538105626753,7.1247453972527905,0.0
-2.1425993769559017,8.074406341870967,0.0
-0.9860735457830929,9.55319617188298,0.0
4.971859166797116,2.1636693637197983,1.0
5.153786685887017,2.15275146588033,1.0
-2.5450236621627016,10.578929784012328,0.0
-0.5444724901363609,9.04954968017005,0.0
6.170629668571799,3.191931535638049,1.0
3.7341465353654826,1.3194033452919123,1.0
-3.2924509153889874,8.692224611992646,0.0
5.9416201256268995,3.534680880667585,1.0
-3.9877196134201776,8.294441919803614,0.0
-2.2421473571834913,9.90391692382176,0.0
3.058688134195968,2.8682079980168473,1.0
4.763083643012587,2.5246550599811997,1.0
-2.953490883128862,9.391586621243174,0.0
-2.6609827180883334,9.602603334682899,0.0
-2.4636257831489363,8.362685780592505,0.0
3.700543442409347,1.8290821282191165,1.0
5.8609125317534545,2.555267387409348,1.0
-0.9616924217226885,10.810163801293843,0.0
-2.4333930648590236,8.33712441668621,0.0
-1.4800419857271065,9.486883610611365,0.0
-1.8873876608355538,7.444061408307865,0.0
4.51893068762032,2.39270212784776,1.0
5.367508379865082,2.0251155697480314,1.0
-3.080376612835547,9.58686890955448,0.0
-2.949242109749734,9.145026705484414,0.0
-2.784249320204394,6.712364963462736,0.0
3.993651526384298,3.748480576550244,1.0
-1.9252694377267863,8.654994037411262,0.0
-3.490706274100701,9.476389602461593,0.0
-1.7522090064073983,8.092120804020697,0.0
3.966388211984233,2.252163846164534,1.0
3.651287729077184,0.8695803667249611,1.0
4.624568987055106,2.5524611835418205,1.0
4.62024103730142,2.5256596383578795,1.0
5.672425040569759,3.0998748207683153,1.0
-3.837383671951181,9.211147364067445,0.0
4.274926106685216,1.1339600166017256,1.0
-2.237618785857377,7.737537552378012,0.0
-2.152182137087703,8.321376532937668,0.0
5.433367556780315,0.22463771070255123,1.0
3.1609672674539726,2.1565296037198878,1.0
-2.327331367994255,9.262506714498658,0.0
-1.2315327272643253,8.422714739362492,0.0
-2.1982900574547455,10.489642345147873,0.0
3.4055299643481796,1.3807054247878376,1.0
-2.5419508932687487,8.470861357064557,0.0
